date;btc
01-01-2016;434,334015
02-01-2016;433,437988
03-01-2016;430,010986
04-01-2016;433,091003
05-01-2016;431,959991
06-01-2016;429,105011
07-01-2016;458,048004
08-01-2016;453,230011
09-01-2016;447,610992
10-01-2016;447,990997
11-01-2016;448,428009
12-01-2016;435,690002
13-01-2016;432,371002
14-01-2016;430,306
15-01-2016;364,330994
16-01-2016;387,536011
17-01-2016;382,299011
18-01-2016;387,167999
19-01-2016;380,148987
20-01-2016;420,230011
21-01-2016;410,261993
22-01-2016;382,492004
23-01-2016;387,490997
24-01-2016;402,971008
25-01-2016;391,726013
26-01-2016;392,153015
27-01-2016;394,971985
28-01-2016;380,289001
29-01-2016;379,473999
30-01-2016;378,255005
31-01-2016;368,766998
01-02-2016;373,056
02-02-2016;374,447998
03-02-2016;369,949005
04-02-2016;389,593994
05-02-2016;386,549011
06-02-2016;376,522003
07-02-2016;376,619995
08-02-2016;373,446991
09-02-2016;376,028992
10-02-2016;381,648987
11-02-2016;379,653992
12-02-2016;384,263
13-02-2016;391,859985
14-02-2016;407,230011
15-02-2016;400,184998
16-02-2016;407,488007
17-02-2016;416,321991
18-02-2016;422,372986
19-02-2016;420,785004
20-02-2016;437,164001
21-02-2016;438,798004
22-02-2016;437,747986
23-02-2016;420,735992
24-02-2016;424,954987
25-02-2016;424,544006
26-02-2016;432,152008
27-02-2016;432,519012
28-02-2016;433,503998
29-02-2016;437,696991
01-03-2016;435,122986
02-03-2016;423,989014
03-03-2016;421,651001
04-03-2016;410,938995
05-03-2016;400,570007
06-03-2016;407,707001
07-03-2016;414,321014
08-03-2016;413,971985
09-03-2016;414,859985
10-03-2016;417,131012
11-03-2016;421,690002
12-03-2016;411,623993
13-03-2016;414,065002
14-03-2016;416,437988
15-03-2016;416,829987
16-03-2016;417,010986
17-03-2016;420,621002
18-03-2016;409,548004
19-03-2016;410,444
20-03-2016;413,755005
21-03-2016;413,307007
22-03-2016;418,088989
23-03-2016;418,040985
24-03-2016;416,394012
25-03-2016;417,177002
26-03-2016;417,945007
27-03-2016;426,765015
28-03-2016;424,230988
29-03-2016;416,515991
30-03-2016;414,81601
31-03-2016;416,729004
01-04-2016;417,959991
02-04-2016;420,872986
03-04-2016;420,903992
04-04-2016;421,444
05-04-2016;424,029999
06-04-2016;423,412994
07-04-2016;422,744995
08-04-2016;420,348999
09-04-2016;419,411011
10-04-2016;421,563995
11-04-2016;422,483002
12-04-2016;425,190002
13-04-2016;423,734009
14-04-2016;424,282013
15-04-2016;429,713013
16-04-2016;430,571991
17-04-2016;427,398987
18-04-2016;428,591003
19-04-2016;435,509003
20-04-2016;441,389008
21-04-2016;449,424988
22-04-2016;445,737
23-04-2016;450,282013
24-04-2016;458,554993
25-04-2016;461,425995
26-04-2016;466,088989
27-04-2016;444,687012
28-04-2016;449,010986
29-04-2016;455,096985
30-04-2016;448,317993
01-05-2016;451,875
02-05-2016;444,669006
03-05-2016;450,303986
04-05-2016;446,721985
05-05-2016;447,976013
06-05-2016;459,602997
07-05-2016;458,536011
08-05-2016;458,548004
09-05-2016;460,483002
10-05-2016;450,894989
11-05-2016;452,727997
12-05-2016;454,765991
13-05-2016;455,670013
14-05-2016;455,67099
15-05-2016;457,567993
16-05-2016;454,162994
17-05-2016;453,78299
18-05-2016;454,618988
19-05-2016;438,714996
20-05-2016;442,675995
21-05-2016;443,187988
22-05-2016;439,322998
23-05-2016;444,154999
24-05-2016;445,980988
25-05-2016;449,598999
26-05-2016;453,384003
27-05-2016;473,463989
28-05-2016;530,039978
29-05-2016;526,232971
30-05-2016;533,864014
31-05-2016;531,385986
01-06-2016;536,919983
02-06-2016;537,971985
03-06-2016;569,19397
04-06-2016;572,72699
05-06-2016;574,97699
06-06-2016;585,536987
07-06-2016;576,596985
08-06-2016;581,64502
09-06-2016;574,630005
10-06-2016;577,469971
11-06-2016;606,72699
12-06-2016;672,783997
13-06-2016;704,375977
14-06-2016;685,559021
15-06-2016;694,468994
16-06-2016;766,307983
17-06-2016;748,908997
18-06-2016;756,22699
19-06-2016;763,781006
20-06-2016;737,226013
21-06-2016;666,651978
22-06-2016;596,116028
23-06-2016;623,97699
24-06-2016;665,299011
25-06-2016;665,122986
26-06-2016;629,367004
27-06-2016;655,275024
28-06-2016;647,000977
29-06-2016;639,890015
30-06-2016;673,336975
01-07-2016;676,296021
02-07-2016;703,702026
03-07-2016;658,664001
04-07-2016;683,661987
05-07-2016;670,627014
06-07-2016;677,330994
07-07-2016;640,562012
08-07-2016;666,52301
09-07-2016;650,960022
10-07-2016;649,359985
11-07-2016;647,658997
12-07-2016;664,551025
13-07-2016;654,468018
14-07-2016;658,078003
15-07-2016;663,255005
16-07-2016;660,767029
17-07-2016;679,458984
18-07-2016;673,106018
19-07-2016;672,864014
20-07-2016;665,684998
21-07-2016;665,012024
22-07-2016;650,619019
23-07-2016;655,55603
24-07-2016;661,284973
25-07-2016;654,096985
26-07-2016;651,783997
27-07-2016;654,35199
28-07-2016;655,034973
29-07-2016;656,992004
30-07-2016;655,046997
31-07-2016;624,68103
01-08-2016;606,271973
02-08-2016;547,465027
03-08-2016;566,35498
04-08-2016;578,289001
05-08-2016;575,04303
06-08-2016;587,778015
07-08-2016;592,690002
08-08-2016;591,054016
09-08-2016;587,801025
10-08-2016;592,103027
11-08-2016;589,119995
12-08-2016;587,559021
13-08-2016;585,588013
14-08-2016;570,473022
15-08-2016;567,23999
16-08-2016;577,439026
17-08-2016;573,216003
18-08-2016;574,317993
19-08-2016;575,630005
20-08-2016;581,697021
21-08-2016;581,307983
22-08-2016;586,752991
23-08-2016;583,414978
24-08-2016;580,182007
25-08-2016;577,760986
26-08-2016;579,651001
27-08-2016;569,947021
28-08-2016;573,911987
29-08-2016;574,106995
30-08-2016;577,502991
31-08-2016;575,471985
01-09-2016;572,302979
02-09-2016;575,536987
03-09-2016;598,211975
04-09-2016;608,633972
05-09-2016;606,590027
06-09-2016;610,435974
07-09-2016;614,544006
08-09-2016;626,315979
09-09-2016;622,861023
10-09-2016;623,508972
11-09-2016;606,718994
12-09-2016;608,242981
13-09-2016;609,241028
14-09-2016;610,684021
15-09-2016;607,155029
16-09-2016;606,973022
17-09-2016;605,984009
18-09-2016;609,874023
19-09-2016;609,22699
20-09-2016;608,312012
21-09-2016;597,148987
22-09-2016;596,297974
23-09-2016;602,84198
24-09-2016;602,625
25-09-2016;600,825989
26-09-2016;608,04303
27-09-2016;606,166016
28-09-2016;604,728027
29-09-2016;605,692993
30-09-2016;609,734985
01-10-2016;613,982971
02-10-2016;610,892029
03-10-2016;612,132996
04-10-2016;610,203979
05-10-2016;612,510986
06-10-2016;613,020996
07-10-2016;617,120972
08-10-2016;619,107971
09-10-2016;616,752014
10-10-2016;618,994019
11-10-2016;641,072021
12-10-2016;636,192017
13-10-2016;636,786011
14-10-2016;640,377991
15-10-2016;638,645996
16-10-2016;641,630981
17-10-2016;639,192993
18-10-2016;637,960022
19-10-2016;630,52002
20-10-2016;630,856995
21-10-2016;632,828003
22-10-2016;657,294006
23-10-2016;657,070984
24-10-2016;653,760986
25-10-2016;657,588013
26-10-2016;678,304016
27-10-2016;688,312988
28-10-2016;689,651001
29-10-2016;714,479004
30-10-2016;701,864014
31-10-2016;700,971985
01-11-2016;729,79303
02-11-2016;740,828979
03-11-2016;688,700012
04-11-2016;703,234985
05-11-2016;703,41803
06-11-2016;711,521973
07-11-2016;703,130981
08-11-2016;709,848022
09-11-2016;723,27301
10-11-2016;715,533997
11-11-2016;716,411011
12-11-2016;705,054016
13-11-2016;702,031006
14-11-2016;705,020996
15-11-2016;711,619019
16-11-2016;744,197998
17-11-2016;740,97699
18-11-2016;751,585022
19-11-2016;751,616028
20-11-2016;731,026001
21-11-2016;739,247986
22-11-2016;751,346985
23-11-2016;744,593994
24-11-2016;740,289001
25-11-2016;741,648987
26-11-2016;735,382019
27-11-2016;732,034973
28-11-2016;735,812988
29-11-2016;735,604004
30-11-2016;745,690979
01-12-2016;756,773987
02-12-2016;777,94397
03-12-2016;771,155029
04-12-2016;773,872009
05-12-2016;758,700012
06-12-2016;764,223999
07-12-2016;768,132019
08-12-2016;770,809998
09-12-2016;772,794006
10-12-2016;774,650024
11-12-2016;769,731018
12-12-2016;780,086975
13-12-2016;780,55603
14-12-2016;781,481018
15-12-2016;778,088013
16-12-2016;784,906982
17-12-2016;790,828979
18-12-2016;790,530029
19-12-2016;792,713989
20-12-2016;800,875977
21-12-2016;834,281006
22-12-2016;864,539978
23-12-2016;921,984009
24-12-2016;898,822021
25-12-2016;896,182983
26-12-2016;907,609985
27-12-2016;933,197998
28-12-2016;975,921021
29-12-2016;973,497009
30-12-2016;961,237976
31-12-2016;963,742981
