date;xmr
01-01-2017;13,9728
02-01-2017;16,0516
03-01-2017;16,092899
04-01-2017;18,5271
05-01-2017;16,187599
06-01-2017;14,03
07-01-2017;13,0632
08-01-2017;13,4718
09-01-2017;13,7361
10-01-2017;13,3913
11-01-2017;11,6369
12-01-2017;11,8527
13-01-2017;11,2682
14-01-2017;11,0871
15-01-2017;10,7621
16-01-2017;10,6397
17-01-2017;12,3899
18-01-2017;12,0484
19-01-2017;12,1488
20-01-2017;11,9094
21-01-2017;12,0285
22-01-2017;12,1835
23-01-2017;12,2517
24-01-2017;11,8143
25-01-2017;11,8298
26-01-2017;11,9809
27-01-2017;12,0966
28-01-2017;12,8476
29-01-2017;12,6556
30-01-2017;12,7073
31-01-2017;12,9851
01-02-2017;13,2678
02-02-2017;13,1361
03-02-2017;12,8638
04-02-2017;12,6133
05-02-2017;12,8024
06-02-2017;12,8842
07-02-2017;12,6499
08-02-2017;12,8034
09-02-2017;12,1231
10-02-2017;11,9798
11-02-2017;12,2445
12-02-2017;12,331
13-02-2017;12,1973
14-02-2017;12,9933
15-02-2017;13,6168
16-02-2017;13,1021
17-02-2017;13,2959
18-02-2017;13,3616
19-02-2017;12,9938
20-02-2017;12,2205
21-02-2017;12,3369
22-02-2017;12,7652
23-02-2017;12,8719
24-02-2017;11,9219
25-02-2017;11,8484
26-02-2017;11,8886
27-02-2017;11,9604
28-02-2017;12,2765
01-03-2017;12,3312
02-03-2017;13,1136
03-03-2017;13,9105
04-03-2017;13,6728
05-03-2017;15,1814
06-03-2017;15,4127
07-03-2017;13,5339
08-03-2017;12,4721
09-03-2017;13,0297
10-03-2017;13,2142
11-03-2017;14,6868
12-03-2017;16,791901
13-03-2017;18,132601
14-03-2017;17,7598
15-03-2017;18,9837
16-03-2017;22,4835
17-03-2017;22,3512
18-03-2017;20,0662
19-03-2017;23,2876
20-03-2017;22,5075
21-03-2017;21,286301
22-03-2017;21,419701
23-03-2017;21,822001
24-03-2017;21,095301
25-03-2017;20,135
26-03-2017;19,6117
27-03-2017;19,6618
28-03-2017;19,806801
29-03-2017;21,144899
30-03-2017;20,878401
31-03-2017;20,5371
01-04-2017;21,495001
02-04-2017;20,1395
03-04-2017;20,3284
04-04-2017;21,353399
05-04-2017;19,617399
06-04-2017;19,2707
07-04-2017;19,3867
08-04-2017;20,830601
09-04-2017;20,6763
10-04-2017;21,8284
11-04-2017;21,3556
12-04-2017;21,764
13-04-2017;21,480499
14-04-2017;20,5914
15-04-2017;20,7108
16-04-2017;20,459499
17-04-2017;20,5611
18-04-2017;21,058701
19-04-2017;20,394501
20-04-2017;20,240499
21-04-2017;20,2927
22-04-2017;20,122101
23-04-2017;19,7183
24-04-2017;19,558399
25-04-2017;19,6525
26-04-2017;19,371799
27-04-2017;21,2078
28-04-2017;22,348101
29-04-2017;22,7623
30-04-2017;23,724199
01-05-2017;22,767799
02-05-2017;23,0424
03-05-2017;25,200001
04-05-2017;25,9863
05-05-2017;28,451599
06-05-2017;28,975901
07-05-2017;32,782799
08-05-2017;30,4683
09-05-2017;28,659201
10-05-2017;29,8409
11-05-2017;29,5133
12-05-2017;28,6782
13-05-2017;28,4699
14-05-2017;28,5324
15-05-2017;27,787399
16-05-2017;26,264
17-05-2017;26,926399
18-05-2017;30,331499
19-05-2017;31,8717
20-05-2017;35,095901
21-05-2017;34,640598
22-05-2017;36,165699
23-05-2017;55,6222
24-05-2017;45,382
25-05-2017;40,115501
26-05-2017;38,711601
27-05-2017;33,4119
28-05-2017;36,842602
29-05-2017;41,208599
30-05-2017;39,785999
31-05-2017;41,826
01-06-2017;43,703602
02-06-2017;44,0047
03-06-2017;42,369999
04-06-2017;42,897301
05-06-2017;48,261799
06-06-2017;55,568298
07-06-2017;52,536098
08-06-2017;56,192501
09-06-2017;55,623501
10-06-2017;52,2831
11-06-2017;58,701199
12-06-2017;50,040298
13-06-2017;51,8046
14-06-2017;46,302898
15-06-2017;46,024399
16-06-2017;48,107498
17-06-2017;50,460201
18-06-2017;49,601398
19-06-2017;49,089802
20-06-2017;48,082699
21-06-2017;46,587601
22-06-2017;47,284
23-06-2017;51,408901
24-06-2017;48,034599
25-06-2017;45,892101
26-06-2017;43,493
27-06-2017;43,571701
28-06-2017;47,324001
29-06-2017;45,0215
30-06-2017;43,726799
01-07-2017;40,955898
02-07-2017;42,794201
03-07-2017;43,625999
04-07-2017;45,470001
05-07-2017;45,720901
06-07-2017;50,116901
07-07-2017;44,247799
08-07-2017;46,102299
09-07-2017;44,849701
10-07-2017;40,0075
11-07-2017;37,136398
12-07-2017;40,388802
13-07-2017;38,226898
14-07-2017;35,48
15-07-2017;32,093201
16-07-2017;29,429199
17-07-2017;34,830898
18-07-2017;36,383801
19-07-2017;35,0639
20-07-2017;40,297699
21-07-2017;40,344002
22-07-2017;44,705399
23-07-2017;42,665298
24-07-2017;45,580002
25-07-2017;40,6759
26-07-2017;45,8036
27-07-2017;45,238602
28-07-2017;43,959702
29-07-2017;43,892399
30-07-2017;39,6194
31-07-2017;39,8372
01-08-2017;44,145699
02-08-2017;43,6297
03-08-2017;43,355301
04-08-2017;45,123901
05-08-2017;48,5783
06-08-2017;47,8302
07-08-2017;50,205601
08-08-2017;51,9412
09-08-2017;50,9636
10-08-2017;49,472801
11-08-2017;50,6506
12-08-2017;49,367802
13-08-2017;47,760399
14-08-2017;49,753899
15-08-2017;48,743401
16-08-2017;48,783001
17-08-2017;47,448601
18-08-2017;46,687801
19-08-2017;55,962502
20-08-2017;54,708401
21-08-2017;77,822998
22-08-2017;91,160004
23-08-2017;90,327202
24-08-2017;86,287498
25-08-2017;108,264
26-08-2017;138,048004
27-08-2017;130,675003
28-08-2017;145,403
29-08-2017;133,035004
30-08-2017;132,378998
31-08-2017;140,406998
01-09-2017;141,197006
02-09-2017;124,804001
03-09-2017;126,005997
04-09-2017;106,167999
05-09-2017;118,823997
06-09-2017;121,633003
07-09-2017;120,843002
08-09-2017;118,043999
09-09-2017;116,266998
10-09-2017;112,325996
11-09-2017;112,746002
12-09-2017;111,889999
13-09-2017;111,329002
14-09-2017;83,040199
15-09-2017;99,8545
16-09-2017;95,287804
17-09-2017;93,744698
18-09-2017;100,568001
19-09-2017;97,718903
20-09-2017;95,569603
21-09-2017;86,244904
22-09-2017;88,174896
23-09-2017;91,846001
24-09-2017;89,499298
25-09-2017;93,641098
26-09-2017;93,127197
27-09-2017;101,042999
28-09-2017;97,233498
29-09-2017;94,501999
30-09-2017;95,755898
01-10-2017;93,222
02-10-2017;91,544197
03-10-2017;92,961197
04-10-2017;90,407097
05-10-2017;91,858902
06-10-2017;91,189796
07-10-2017;91,703697
08-10-2017;89,774597
09-10-2017;85,4851
10-10-2017;86,821198
11-10-2017;87,4217
12-10-2017;87,0924
13-10-2017;95,134598
14-10-2017;100,230003
15-10-2017;94,865501
16-10-2017;95,900299
17-10-2017;91,284203
18-10-2017;89,542198
19-10-2017;88,623901
20-10-2017;90,540497
21-10-2017;88,123299
22-10-2017;86,581902
23-10-2017;85,209702
24-10-2017;88,402603
25-10-2017;88,129898
26-10-2017;88,581703
27-10-2017;86,745003
28-10-2017;86,305496
29-10-2017;88,652496
30-10-2017;88,840698
31-10-2017;87,644997
01-11-2017;85,717003
02-11-2017;83,763603
03-11-2017;87,987
04-11-2017;87,302696
05-11-2017;86,346901
06-11-2017;102,916
07-11-2017;99,764397
08-11-2017;113,315002
09-11-2017;120,779999
10-11-2017;105,585999
11-11-2017;119,615997
12-11-2017;123,856003
13-11-2017;123,402
14-11-2017;122,352997
15-11-2017;121,374001
16-11-2017;120,305
17-11-2017;126,699997
18-11-2017;130,798996
19-11-2017;129,479004
20-11-2017;135,764999
21-11-2017;141,738007
22-11-2017;165,949997
23-11-2017;158,606995
24-11-2017;160,026993
25-11-2017;168,442001
26-11-2017;163,373993
27-11-2017;173,391998
28-11-2017;203,210007
29-11-2017;168,149994
30-11-2017;180,138
01-12-2017;190,938004
02-12-2017;203,033997
03-12-2017;200,050995
04-12-2017;210,242004
05-12-2017;269,484009
06-12-2017;278,684998
07-12-2017;280,855011
08-12-2017;276,743988
09-12-2017;262,53299
10-12-2017;245,332993
11-12-2017;279,669006
12-12-2017;308,066986
13-12-2017;305,744995
14-12-2017;325,205994
15-12-2017;312,321991
16-12-2017;327,321014
17-12-2017;351,372986
18-12-2017;381,511993
19-12-2017;377,235992
20-12-2017;469,197998
21-12-2017;417,980011
22-12-2017;346,113007
23-12-2017;382,039001
24-12-2017;337,059998
25-12-2017;360,782013
26-12-2017;381,542999
27-12-2017;421,848999
28-12-2017;378,903992
29-12-2017;377,365997
30-12-2017;330,803986
31-12-2017;349,026001
